invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id
107501,Body Care and Hygiene,Hand Sanitizer,4,3.73,43,210,2024-11-30,10
107502,Skin Care,Sunscreen,3,19.74,52,362,2020-03-19,9
107503,Body Care and Hygiene,Body Lotion,3,11.34,53,292,2022-04-09,5
107504,Skin Care,Sunscreen,2,26.12,27,271,2024-10-18,9
107505,Skin Care,Face Wash,1,50.62,15,653,2021-08-29,3
107506,Body Care and Hygiene,Hand Sanitizer,3,3.89,34,685,2023-05-29,8
107507,Body Care and Hygiene,Hand Sanitizer,2,13.43,53,821,2021-12-18,8
107508,Oral Care,Toothpaste,1,17.31,35,215,2023-12-08,2
107509,Hair Care,Shampoo,2,10.94,29,562,2024-08-04,2
107510,Body Care and Hygiene,Deodorant,2,5.74,22,55,2024-06-02,1
107511,Hair Care,Hair Oil,1,44.42,27,749,2023-02-23,3
107512,Skin Care,Face Wash,1,98.77,1,840,2021-02-05,9
107513,Skin Care,Moisturizer,2,70.52,6,224,2024-09-15,8
107514,Body Care and Hygiene,Hand Sanitizer,2,26.3,55,936,2024-02-03,9
107515,Body Care and Hygiene,Body Lotion,1,21.5,51,439,2021-07-08,9
107516,Skin Care,Moisturizer,1,84.85,25,161,2020-12-24,6
107517,Hair Care,Shampoo,4,29.81,59,33,2024-09-16,1
107518,Oral Care,Mouthwash,4,2.13,31,993,2022-03-29,5
107519,Hair Care,Hair Oil,4,35.4,11,447,2021-12-17,9
107520,Hair Care,Hair Oil,1,32.04,43,345,2023-09-18,1
107521,Hair Care,Shampoo,2,8.05,39,496,2023-03-17,2
107522,Oral Care,Toothpaste,4,14.17,50,549,2021-06-10,7
107523,Oral Care,Mouthwash,2,9.18,28,953,2024-05-27,3
107524,Oral Care,Mouthwash,1,7.65,50,653,2025-02-07,4
107525,Skin Care,Face Wash,3,31.04,38,840,2023-06-18,7
107526,Skin Care,Sunscreen,3,85.85,9,861,2021-06-27,1
107527,Hair Care,Shampoo,4,9.83,32,116,2021-05-13,7
107528,Hair Care,Conditioner,4,40.7,60,890,2024-08-24,7
107529,Skin Care,Moisturizer,4,74.58,25,635,2020-12-14,2
107530,Hair Care,Hair Oil,1,16.69,43,488,2021-07-01,6
107531,Skin Care,Sunscreen,3,67.56,34,507,2022-04-12,8
107532,Skin Care,Face Wash,3,30.56,13,466,2023-04-03,3
107533,Oral Care,Toothpaste,3,2.21,38,239,2024-04-27,1
107534,Oral Care,Toothpaste,1,17.99,60,803,2022-02-04,9
107535,Oral Care,Mouthwash,1,19.65,20,693,2022-07-03,4
107536,Body Care and Hygiene,Hand Sanitizer,4,19.52,27,157,2023-02-11,9
107537,Hair Care,Hair Oil,4,5.1,52,160,2022-12-01,3
107538,Body Care and Hygiene,Body Lotion,2,16.92,48,59,2021-09-05,4
107539,Skin Care,Sunscreen,4,26.49,30,825,2020-08-08,8
107540,Hair Care,Conditioner,1,5.9,17,495,2020-01-27,7
107541,Hair Care,Conditioner,3,35.46,18,956,2025-01-12,8
107542,Hair Care,Conditioner,3,12.57,53,376,2022-11-30,10
107543,Body Care and Hygiene,Hand Sanitizer,3,24.84,15,537,2022-12-24,7
107544,Oral Care,Mouthwash,1,7.93,24,85,2020-02-25,10
107545,Skin Care,Lip Balm,2,53.53,10,133,2021-02-27,10
107546,Oral Care,Mouthwash,1,19.97,20,978,2024-10-21,6
107547,Body Care and Hygiene,Body Lotion,2,14.29,12,723,2021-05-09,4
107548,Hair Care,Shampoo,4,33.29,59,594,2023-11-11,10
107549,Body Care and Hygiene,Body Lotion,4,13.63,15,216,2024-06-08,9
107550,Skin Care,Face Wash,3,10.53,9,544,2020-05-09,6
107551,Skin Care,Lip Balm,1,35.94,2,676,2020-02-07,8
107552,Oral Care,Toothpaste,1,13.27,57,948,2022-09-30,6
107553,Skin Care,Sunscreen,4,13.84,16,758,2024-05-04,10
107554,Hair Care,Shampoo,3,13.63,4,909,2024-05-05,3
107555,Hair Care,Conditioner,3,48.28,20,173,2020-06-23,2
107556,Skin Care,Lip Balm,3,34.41,44,619,2023-08-06,1
107557,Hair Care,Conditioner,1,18.81,42,814,2020-04-17,1
107558,Hair Care,Shampoo,1,36.47,5,685,2021-03-05,4
107559,Body Care and Hygiene,Body Lotion,2,13.48,39,128,2021-06-23,8
107560,Body Care and Hygiene,Hand Sanitizer,2,28.83,12,152,2024-06-19,6
107561,Skin Care,Lip Balm,1,23.03,25,398,2021-08-17,5
107562,Hair Care,Hair Oil,2,38.59,13,476,2021-11-24,8
107563,Oral Care,Toothpaste,2,14.65,4,482,2022-10-27,1
107564,Hair Care,Conditioner,2,20.72,18,976,2022-03-14,9
107565,Skin Care,Lip Balm,4,74.55,59,618,2022-06-21,9
107566,Skin Care,Lip Balm,1,27.56,43,562,2023-08-29,10
107567,Hair Care,Hair Oil,3,38.47,57,814,2021-02-01,3
107568,Hair Care,Shampoo,3,12.95,39,851,2021-10-26,6
107569,Hair Care,Shampoo,1,37.1,46,324,2021-05-05,2
107570,Hair Care,Hair Oil,2,23.28,19,319,2021-08-03,7
107571,Skin Care,Lip Balm,1,45.69,8,325,2022-02-21,8
107572,Body Care and Hygiene,Deodorant,4,17.51,50,563,2024-01-21,9
107573,Hair Care,Shampoo,4,9.73,53,945,2021-08-13,7
107574,Hair Care,Conditioner,1,37.06,54,947,2022-06-25,3
107575,Oral Care,Mouthwash,1,10.26,50,489,2022-09-01,2
107576,Skin Care,Moisturizer,4,54.67,38,798,2023-12-10,5
107577,Skin Care,Moisturizer,2,17.34,22,307,2021-09-26,8
107578,Skin Care,Lip Balm,2,38.15,41,562,2024-11-28,4
107579,Hair Care,Conditioner,1,38.77,8,702,2025-01-27,1
107580,Hair Care,Conditioner,4,48.58,30,721,2022-02-25,6
107581,Skin Care,Face Wash,3,46.01,43,67,2022-07-06,10
107582,Oral Care,Toothpaste,4,11.71,11,424,2020-12-28,4
107583,Body Care and Hygiene,Hand Sanitizer,3,16.05,14,105,2024-03-08,6
107584,Oral Care,Mouthwash,4,5.69,16,848,2021-07-31,8
107585,Skin Care,Sunscreen,2,61.14,57,391,2024-03-25,4
107586,Body Care and Hygiene,Body Lotion,1,9.32,19,816,2023-01-09,2
107587,Body Care and Hygiene,Body Lotion,2,6.26,38,538,2020-08-07,3
107588,Body Care and Hygiene,Body Lotion,4,11.07,31,95,2023-11-30,2
107589,Body Care and Hygiene,Deodorant,3,9.9,9,750,2020-10-01,6
107590,Hair Care,Conditioner,4,14.88,60,814,2024-05-06,7
107591,Hair Care,Shampoo,1,48.93,53,719,2023-10-22,9
107592,Hair Care,Conditioner,1,42.82,8,574,2022-08-25,3
107593,Body Care and Hygiene,Body Lotion,1,9.12,36,387,2021-12-12,10
107594,Hair Care,Conditioner,4,30.87,20,964,2024-04-16,7
107595,Skin Care,Moisturizer,4,27.05,41,301,2023-03-29,9
107596,Body Care and Hygiene,Body Lotion,3,16.08,47,756,2022-05-03,1
107597,Skin Care,Face Wash,1,99.44,49,240,2024-01-10,3
107598,Hair Care,Shampoo,4,47.91,2,13,2024-08-19,7
107599,Skin Care,Lip Balm,4,38.05,20,997,2021-11-24,5
107600,Body Care and Hygiene,Deodorant,3,26.65,4,132,2021-09-28,4
107601,Skin Care,Moisturizer,1,23.79,39,8,2024-06-06,7
107602,Skin Care,Sunscreen,1,29.97,49,106,2020-10-25,1
107603,Skin Care,Face Wash,2,18.44,59,335,2020-10-06,10
107604,Body Care and Hygiene,Deodorant,3,24.12,12,26,2020-05-30,7
107605,Body Care and Hygiene,Deodorant,1,5.06,31,78,2021-03-15,7
107606,Skin Care,Moisturizer,1,80.64,7,985,2020-12-29,9
107607,Skin Care,Moisturizer,2,31.39,8,574,2020-03-19,8
107608,Body Care and Hygiene,Body Lotion,1,26.65,41,676,2021-07-11,9
107609,Skin Care,Face Wash,2,11.32,9,12,2020-03-17,1
107610,Body Care and Hygiene,Deodorant,2,16.12,1,783,2024-09-12,6
107611,Hair Care,Conditioner,1,24.47,28,935,2023-10-24,6
107612,Hair Care,Hair Oil,2,13.71,22,748,2023-01-17,6
107613,Skin Care,Moisturizer,2,37.26,26,480,2021-10-06,4
107614,Body Care and Hygiene,Hand Sanitizer,1,27.86,59,856,2023-09-25,7
107615,Body Care and Hygiene,Body Lotion,2,22.6,34,463,2022-11-13,3
107616,Skin Care,Lip Balm,2,63.19,2,867,2021-10-13,1
107617,Body Care and Hygiene,Hand Sanitizer,1,27.46,41,248,2021-03-28,6
107618,Oral Care,Mouthwash,2,12.14,2,590,2023-02-12,4
107619,Skin Care,Face Wash,4,86.57,26,34,2023-04-04,2
107620,Hair Care,Conditioner,4,13.54,53,592,2021-12-09,7
107621,Oral Care,Mouthwash,1,9.18,10,968,2024-06-17,5
107622,Skin Care,Face Wash,3,67.83,16,322,2022-08-11,7
107623,Hair Care,Hair Oil,4,15.87,45,501,2024-02-12,2
107624,Skin Care,Moisturizer,2,39.03,52,388,2024-02-19,1
107625,Oral Care,Mouthwash,1,2.65,18,260,2023-07-02,5
107626,Body Care and Hygiene,Hand Sanitizer,4,15.36,9,286,2023-09-15,9
107627,Skin Care,Sunscreen,4,63.03,44,32,2023-11-10,2
107628,Hair Care,Conditioner,1,27.87,44,827,2023-12-04,7
107629,Body Care and Hygiene,Hand Sanitizer,1,29.8,58,691,2021-12-17,2
107630,Hair Care,Hair Oil,2,45.73,60,62,2023-06-15,9
107631,Body Care and Hygiene,Body Lotion,1,28.02,19,65,2020-04-06,4
107632,Body Care and Hygiene,Body Lotion,3,28.87,9,940,2024-01-31,9
107633,Skin Care,Face Wash,3,44.77,15,146,2024-10-13,10
107634,Skin Care,Sunscreen,1,32.29,25,490,2022-10-28,8
107635,Hair Care,Shampoo,2,44.47,12,732,2022-03-14,7
107636,Hair Care,Hair Oil,1,13.09,54,670,2020-10-30,4
107637,Hair Care,Conditioner,3,30.86,60,535,2021-01-10,7
107638,Body Care and Hygiene,Body Lotion,2,6.8,30,487,2021-07-16,5
107639,Body Care and Hygiene,Deodorant,1,11.76,38,495,2020-06-08,6
107640,Body Care and Hygiene,Body Lotion,3,16.47,16,98,2024-12-09,9
107641,Oral Care,Toothpaste,4,6.35,13,31,2023-08-11,6
107642,Skin Care,Lip Balm,2,38.52,56,581,2024-08-27,8
107643,Skin Care,Face Wash,4,85.33,39,87,2024-06-14,4
107644,Hair Care,Hair Oil,3,13.9,39,390,2023-04-23,3
107645,Hair Care,Hair Oil,4,19.58,11,590,2021-06-11,1
107646,Oral Care,Mouthwash,4,4.14,34,723,2024-10-03,3
107647,Hair Care,Shampoo,3,49.53,40,339,2024-12-09,6
107648,Body Care and Hygiene,Hand Sanitizer,2,16.69,15,435,2020-05-17,9
107649,Skin Care,Lip Balm,4,38.47,36,832,2021-08-29,8
107650,Body Care and Hygiene,Deodorant,1,16.77,17,525,2022-06-19,3
107651,Hair Care,Shampoo,2,5.09,24,888,2023-03-31,6
107652,Body Care and Hygiene,Hand Sanitizer,2,5.96,20,437,2024-03-01,10
107653,Skin Care,Face Wash,2,43.08,45,39,2020-06-20,3
107654,Hair Care,Conditioner,3,23.24,39,900,2024-01-13,3
107655,Hair Care,Shampoo,4,45.97,44,576,2020-06-14,5
107656,Hair Care,Hair Oil,1,14.59,53,579,2023-06-06,4
107657,Hair Care,Hair Oil,2,30.17,12,172,2024-07-09,7
107658,Hair Care,Conditioner,1,26.65,41,268,2021-07-18,2
107659,Body Care and Hygiene,Body Lotion,3,6.11,20,39,2024-07-22,1
107660,Hair Care,Conditioner,4,23.5,30,812,2021-06-20,2
107661,Hair Care,Conditioner,3,34.98,59,966,2020-06-13,1
107662,Hair Care,Conditioner,2,30.09,40,740,2025-01-18,6
107663,Hair Care,Conditioner,4,28.14,38,483,2023-10-07,1
107664,Skin Care,Moisturizer,1,22.93,11,257,2020-10-07,8
107665,Hair Care,Conditioner,4,10.99,11,953,2021-01-30,2
107666,Body Care and Hygiene,Body Lotion,4,23.73,7,89,2024-12-26,7
107667,Skin Care,Face Wash,3,32.4,46,125,2021-12-30,8
107668,Hair Care,Conditioner,1,35.92,43,898,2022-12-25,9
107669,Hair Care,Hair Oil,2,8.35,34,375,2023-01-24,5
107670,Skin Care,Sunscreen,3,62.53,8,385,2020-04-09,7
107671,Hair Care,Hair Oil,1,14.42,9,624,2022-07-05,6
107672,Hair Care,Conditioner,2,8.18,45,594,2024-02-08,3
107673,Hair Care,Conditioner,4,20.74,54,85,2023-07-29,6
107674,Oral Care,Toothpaste,1,17.63,56,320,2023-12-26,9
107675,Hair Care,Conditioner,1,42.14,42,860,2021-02-21,1
107676,Skin Care,Lip Balm,4,94.11,50,59,2022-06-04,5
107677,Hair Care,Conditioner,3,40.71,59,462,2021-07-04,4
107678,Body Care and Hygiene,Hand Sanitizer,4,13.95,6,392,2022-10-18,8
107679,Body Care and Hygiene,Body Lotion,2,11.97,22,613,2020-06-29,7
107680,Body Care and Hygiene,Body Lotion,2,19.39,28,53,2024-01-11,6
107681,Skin Care,Face Wash,3,62.39,43,488,2021-10-22,6
107682,Skin Care,Moisturizer,2,16.65,2,822,2021-07-20,5
107683,Body Care and Hygiene,Deodorant,1,20.97,38,900,2021-09-17,5
107684,Body Care and Hygiene,Body Lotion,1,21.32,24,964,2020-01-31,10
107685,Hair Care,Conditioner,2,39.9,19,17,2020-05-29,10
107686,Hair Care,Hair Oil,1,35.55,45,173,2023-10-13,6
107687,Body Care and Hygiene,Body Lotion,3,8.5,19,249,2023-05-18,5
107688,Skin Care,Moisturizer,2,10.05,24,283,2022-10-05,1
107689,Skin Care,Sunscreen,1,96.49,35,445,2020-02-16,4
107690,Body Care and Hygiene,Body Lotion,2,26.63,29,58,2023-04-29,1
107691,Skin Care,Face Wash,3,64.54,48,654,2021-12-29,1
107692,Body Care and Hygiene,Deodorant,3,28.03,6,765,2024-08-28,4
107693,Skin Care,Lip Balm,3,82.28,57,103,2022-01-08,10
107694,Skin Care,Lip Balm,2,40.25,45,387,2023-03-14,10
107695,Skin Care,Sunscreen,2,22.52,11,614,2023-04-15,9
107696,Skin Care,Moisturizer,3,57.81,22,669,2021-08-20,1
107697,Skin Care,Sunscreen,3,42.37,51,944,2021-11-10,2
107698,Hair Care,Conditioner,1,38.47,40,463,2022-09-02,6
107699,Hair Care,Conditioner,3,36.51,5,674,2024-03-21,10
107700,Body Care and Hygiene,Deodorant,2,15.07,54,175,2023-04-05,1
107701,Body Care and Hygiene,Deodorant,4,12.54,38,576,2023-10-06,1
107702,Body Care and Hygiene,Body Lotion,3,22.8,40,679,2020-08-03,2
107703,Oral Care,Toothpaste,2,12.4,8,565,2021-11-17,9
107704,Skin Care,Moisturizer,4,73.71,2,709,2024-07-11,8
107705,Hair Care,Hair Oil,2,6.46,39,225,2024-09-14,10
107706,Skin Care,Face Wash,4,17.74,34,744,2025-02-12,1
107707,Skin Care,Lip Balm,4,86.75,3,192,2023-05-21,10
107708,Hair Care,Hair Oil,1,10.74,44,854,2023-07-10,8
107709,Body Care and Hygiene,Hand Sanitizer,1,12.67,57,998,2023-07-03,6
107710,Oral Care,Mouthwash,1,5.27,16,526,2020-08-31,4
107711,Body Care and Hygiene,Hand Sanitizer,4,7.68,38,344,2022-04-25,9
107712,Skin Care,Moisturizer,4,82.32,20,579,2022-01-18,10
107713,Oral Care,Mouthwash,3,15.23,19,611,2022-03-04,6
107714,Oral Care,Toothpaste,3,16.66,4,132,2024-12-24,5
107715,Skin Care,Lip Balm,4,80.19,7,563,2023-05-13,8
107716,Body Care and Hygiene,Deodorant,1,14.76,1,346,2021-02-18,2
107717,Skin Care,Face Wash,3,20.63,40,872,2021-07-02,2
107718,Body Care and Hygiene,Deodorant,4,18.35,26,913,2023-09-30,2
107719,Skin Care,Sunscreen,2,32.37,10,46,2024-09-26,5
107720,Oral Care,Toothpaste,3,9.74,45,244,2022-08-27,5
107721,Skin Care,Lip Balm,1,99.54,15,550,2024-05-26,10
107722,Skin Care,Face Wash,4,26.02,17,213,2023-11-11,2
107723,Oral Care,Mouthwash,3,9.5,49,281,2023-06-29,1
107724,Hair Care,Conditioner,3,27.48,41,655,2022-11-12,2
107725,Skin Care,Sunscreen,2,60.13,11,961,2022-08-02,6
107726,Body Care and Hygiene,Deodorant,4,13.38,19,185,2022-07-28,3
107727,Oral Care,Toothpaste,4,11.1,60,77,2022-07-14,6
107728,Oral Care,Mouthwash,2,7.0,56,622,2021-06-21,8
107729,Body Care and Hygiene,Body Lotion,4,28.95,5,707,2020-06-29,1
107730,Oral Care,Toothpaste,2,13.62,29,283,2023-02-24,4
107731,Hair Care,Hair Oil,1,36.22,50,635,2020-06-27,5
107732,Hair Care,Shampoo,3,44.01,51,389,2022-05-01,7
107733,Oral Care,Mouthwash,3,10.45,29,261,2022-10-16,3
107734,Skin Care,Sunscreen,2,33.34,21,487,2022-05-11,1
107735,Hair Care,Conditioner,3,12.08,7,979,2025-01-30,1
107736,Oral Care,Toothpaste,4,12.34,56,942,2021-02-16,9
107737,Body Care and Hygiene,Deodorant,2,16.6,12,680,2022-03-21,10
107738,Skin Care,Moisturizer,4,60.61,45,87,2023-09-26,3
107739,Hair Care,Conditioner,4,10.5,29,46,2021-01-13,7
107740,Oral Care,Mouthwash,2,5.59,41,439,2021-10-16,10
107741,Hair Care,Shampoo,3,18.61,16,647,2021-10-15,1
107742,Skin Care,Face Wash,4,72.46,7,890,2021-07-17,4
107743,Hair Care,Hair Oil,1,12.03,19,791,2020-10-15,6
107744,Oral Care,Mouthwash,4,16.26,12,991,2024-07-03,1
107745,Oral Care,Toothpaste,1,16.11,31,302,2022-05-16,10
107746,Skin Care,Sunscreen,2,40.94,16,591,2021-06-30,6
107747,Body Care and Hygiene,Deodorant,2,12.79,59,801,2020-01-01,8
107748,Hair Care,Shampoo,4,9.72,24,83,2023-12-07,2
107749,Oral Care,Toothpaste,2,11.58,26,992,2023-08-19,3
107750,Skin Care,Moisturizer,4,38.77,10,727,2022-08-01,8
107751,Oral Care,Mouthwash,2,9.86,37,626,2021-01-15,10
107752,Body Care and Hygiene,Hand Sanitizer,3,22.59,17,761,2020-08-09,6
107753,Skin Care,Moisturizer,2,14.99,49,994,2020-02-29,5
107754,Oral Care,Mouthwash,1,2.68,16,949,2022-01-05,10
107755,Skin Care,Lip Balm,4,23.08,36,262,2023-09-28,9
107756,Body Care and Hygiene,Body Lotion,1,3.73,57,791,2024-01-25,3
107757,Skin Care,Sunscreen,3,27.82,9,68,2022-05-08,4
107758,Body Care and Hygiene,Body Lotion,1,19.72,34,938,2024-08-30,6
107759,Body Care and Hygiene,Body Lotion,2,15.23,12,166,2021-04-30,6
107760,Body Care and Hygiene,Body Lotion,4,20.52,6,578,2023-12-14,3
107761,Skin Care,Moisturizer,3,60.81,23,124,2022-01-06,9
107762,Body Care and Hygiene,Hand Sanitizer,4,10.26,21,589,2024-08-10,8
107763,Oral Care,Toothpaste,4,19.95,1,63,2020-10-13,5
107764,Body Care and Hygiene,Deodorant,2,12.49,17,573,2023-06-06,9
107765,Hair Care,Shampoo,1,35.22,52,423,2024-04-11,8
107766,Hair Care,Conditioner,2,35.01,43,561,2020-05-28,5
107767,Oral Care,Toothpaste,2,7.02,46,22,2020-11-16,8
107768,Oral Care,Mouthwash,2,8.9,60,396,2023-08-15,8
107769,Hair Care,Conditioner,3,34.81,43,334,2021-07-02,5
107770,Oral Care,Toothpaste,4,10.94,38,664,2023-08-18,5
107771,Oral Care,Mouthwash,4,9.77,6,451,2021-08-02,5
107772,Skin Care,Lip Balm,3,13.92,34,272,2020-09-09,9
107773,Body Care and Hygiene,Hand Sanitizer,3,8.78,23,569,2021-07-17,1
107774,Hair Care,Shampoo,2,13.5,2,471,2023-12-11,6
107775,Body Care and Hygiene,Hand Sanitizer,1,17.17,37,359,2021-11-22,9
107776,Hair Care,Shampoo,1,47.34,4,856,2020-01-29,9
107777,Skin Care,Moisturizer,2,33.48,30,903,2021-04-06,6
107778,Oral Care,Mouthwash,1,12.37,20,189,2020-01-26,1
107779,Skin Care,Moisturizer,2,59.32,37,516,2023-11-10,2
107780,Body Care and Hygiene,Body Lotion,2,26.07,19,970,2024-03-08,3
107781,Oral Care,Toothpaste,2,4.78,57,971,2024-08-03,2
107782,Oral Care,Toothpaste,3,18.35,60,442,2024-04-12,8
107783,Skin Care,Face Wash,4,74.03,15,910,2020-11-17,8
107784,Skin Care,Moisturizer,1,55.14,55,974,2023-02-18,8
107785,Oral Care,Mouthwash,3,10.37,5,77,2021-02-24,1
107786,Hair Care,Conditioner,3,15.05,40,169,2021-08-13,9
107787,Body Care and Hygiene,Hand Sanitizer,4,8.83,54,105,2023-10-04,8
107788,Body Care and Hygiene,Body Lotion,3,18.56,37,414,2023-04-02,5
107789,Skin Care,Sunscreen,1,74.71,4,245,2023-08-21,6
107790,Skin Care,Sunscreen,3,91.42,33,348,2021-01-05,4
107791,Skin Care,Face Wash,4,80.43,57,586,2023-09-23,10
107792,Oral Care,Mouthwash,4,7.1,18,778,2021-12-27,7
107793,Skin Care,Face Wash,4,79.04,26,260,2024-09-02,4
107794,Skin Care,Face Wash,1,15.34,30,65,2021-06-14,2
107795,Body Care and Hygiene,Body Lotion,2,24.87,14,947,2021-10-06,2
107796,Hair Care,Shampoo,4,21.96,28,44,2020-07-03,2
107797,Hair Care,Shampoo,2,6.6,31,819,2024-12-31,7
107798,Skin Care,Lip Balm,3,77.25,46,161,2024-09-11,7
107799,Skin Care,Moisturizer,2,61.63,44,811,2025-02-06,10
107800,Skin Care,Moisturizer,2,88.96,52,206,2022-06-27,6
107801,Skin Care,Sunscreen,1,15.57,13,494,2021-03-14,10
107802,Oral Care,Toothpaste,4,8.71,7,136,2021-02-08,8
107803,Body Care and Hygiene,Deodorant,2,24.78,32,97,2023-04-05,9
107804,Skin Care,Face Wash,1,42.76,53,884,2020-07-05,2
107805,Body Care and Hygiene,Deodorant,3,3.49,45,730,2020-04-24,6
107806,Body Care and Hygiene,Body Lotion,4,12.76,38,662,2023-11-24,9
107807,Skin Care,Lip Balm,1,65.57,15,108,2022-01-08,3
107808,Hair Care,Conditioner,4,21.77,56,530,2024-07-27,4
107809,Body Care and Hygiene,Body Lotion,3,4.85,12,61,2023-01-26,3
107810,Skin Care,Sunscreen,3,76.93,19,192,2024-06-30,1
107811,Oral Care,Toothpaste,3,10.62,42,333,2020-01-26,1
107812,Oral Care,Mouthwash,2,10.77,49,329,2022-02-05,8
107813,Oral Care,Toothpaste,4,2.23,28,620,2022-11-17,2
107814,Hair Care,Shampoo,1,47.01,44,843,2022-08-22,10
107815,Oral Care,Mouthwash,1,18.07,59,139,2020-03-31,10
107816,Skin Care,Lip Balm,4,74.39,60,300,2020-06-02,4
107817,Skin Care,Face Wash,2,10.17,26,106,2021-03-31,1
107818,Hair Care,Shampoo,2,48.55,12,48,2024-06-18,3
107819,Hair Care,Shampoo,4,23.96,7,690,2023-08-14,10
107820,Skin Care,Face Wash,1,76.75,5,87,2020-05-19,4
107821,Hair Care,Shampoo,4,27.96,10,818,2021-12-22,9
107822,Body Care and Hygiene,Body Lotion,4,29.94,45,694,2023-12-22,6
107823,Hair Care,Conditioner,2,44.95,32,731,2024-08-22,9
107824,Hair Care,Shampoo,2,5.22,60,119,2024-03-21,4
107825,Oral Care,Mouthwash,3,4.94,47,671,2022-10-11,1
107826,Hair Care,Conditioner,3,12.12,18,544,2024-08-03,1
107827,Hair Care,Shampoo,1,42.65,43,380,2024-12-27,5
107828,Oral Care,Toothpaste,2,5.4,46,140,2021-09-25,4
107829,Hair Care,Shampoo,4,32.71,26,183,2022-12-18,9
107830,Oral Care,Mouthwash,3,11.23,48,162,2020-04-12,5
107831,Skin Care,Sunscreen,1,89.36,9,421,2021-12-17,3
107832,Skin Care,Face Wash,1,90.38,9,601,2022-05-14,8
107833,Hair Care,Conditioner,3,33.18,53,42,2024-09-20,7
107834,Hair Care,Hair Oil,1,22.96,20,913,2021-06-11,6
107835,Body Care and Hygiene,Hand Sanitizer,3,26.83,7,375,2020-09-16,7
107836,Hair Care,Shampoo,3,6.5,53,527,2023-05-11,1
107837,Hair Care,Shampoo,3,48.4,49,818,2024-09-05,3
107838,Skin Care,Face Wash,2,56.42,35,936,2020-06-21,4
107839,Body Care and Hygiene,Hand Sanitizer,2,5.31,60,922,2020-11-26,9
107840,Skin Care,Moisturizer,4,95.52,4,997,2023-12-28,1
107841,Skin Care,Sunscreen,2,41.61,55,477,2023-08-13,6
107842,Skin Care,Sunscreen,4,41.48,59,49,2021-10-13,1
107843,Skin Care,Moisturizer,2,88.12,46,205,2024-09-01,3
107844,Skin Care,Sunscreen,2,41.37,22,342,2022-09-13,8
107845,Oral Care,Mouthwash,1,11.12,41,601,2021-05-10,8
107846,Oral Care,Mouthwash,4,7.7,18,68,2023-08-02,7
107847,Skin Care,Face Wash,4,11.02,44,693,2021-11-10,9
107848,Body Care and Hygiene,Deodorant,1,11.57,49,337,2023-02-11,2
107849,Oral Care,Toothpaste,4,12.63,45,850,2021-06-18,1
107850,Oral Care,Mouthwash,2,4.0,11,825,2024-11-18,1
107851,Hair Care,Shampoo,3,37.1,4,942,2024-10-09,3
107852,Body Care and Hygiene,Hand Sanitizer,1,26.97,57,335,2023-08-31,3
107853,Body Care and Hygiene,Hand Sanitizer,3,6.37,52,522,2021-04-18,6
107854,Hair Care,Shampoo,4,18.35,37,866,2021-10-21,3
107855,Body Care and Hygiene,Deodorant,1,10.87,16,277,2020-03-21,6
107856,Oral Care,Mouthwash,3,10.64,27,748,2021-01-31,3
107857,Skin Care,Sunscreen,2,78.57,34,751,2024-04-08,5
107858,Hair Care,Conditioner,4,41.53,1,391,2020-06-16,4
107859,Body Care and Hygiene,Body Lotion,2,24.04,55,861,2023-09-26,3
107860,Skin Care,Lip Balm,1,18.77,17,598,2021-03-31,2
107861,Hair Care,Hair Oil,2,48.15,57,928,2021-07-04,6
107862,Hair Care,Shampoo,3,24.18,48,591,2020-04-13,5
107863,Oral Care,Mouthwash,4,16.29,55,218,2023-02-27,10
107864,Skin Care,Moisturizer,3,73.24,37,233,2024-05-12,1
107865,Body Care and Hygiene,Deodorant,1,17.22,5,988,2024-07-03,4
107866,Hair Care,Conditioner,1,28.03,55,895,2021-03-07,8
107867,Body Care and Hygiene,Body Lotion,3,8.62,46,411,2024-10-31,2
107868,Body Care and Hygiene,Deodorant,3,26.9,53,683,2021-06-14,2
107869,Skin Care,Sunscreen,3,64.69,41,134,2024-11-30,1
107870,Skin Care,Moisturizer,4,48.8,40,299,2021-08-03,6
107871,Skin Care,Moisturizer,1,85.09,6,862,2022-10-24,7
107872,Hair Care,Hair Oil,1,45.42,60,944,2020-06-01,9
107873,Skin Care,Face Wash,1,59.3,21,737,2023-07-05,6
107874,Hair Care,Shampoo,1,28.97,16,757,2024-08-04,7
107875,Hair Care,Conditioner,1,28.3,9,361,2020-03-13,5
107876,Oral Care,Mouthwash,1,5.75,33,708,2024-12-08,2
107877,Skin Care,Lip Balm,4,32.82,33,148,2024-02-26,5
107878,Skin Care,Lip Balm,2,28.09,20,453,2024-09-11,9
107879,Skin Care,Sunscreen,2,71.96,59,65,2025-01-25,9
107880,Body Care and Hygiene,Hand Sanitizer,2,15.69,37,437,2020-07-04,5
107881,Body Care and Hygiene,Deodorant,4,5.09,22,891,2023-07-24,5
107882,Hair Care,Shampoo,2,46.69,19,144,2024-07-10,7
107883,Skin Care,Lip Balm,4,65.68,4,521,2024-01-17,10
107884,Body Care and Hygiene,Hand Sanitizer,2,12.53,42,887,2024-12-18,6
107885,Oral Care,Mouthwash,1,17.44,46,187,2024-05-04,1
107886,Oral Care,Toothpaste,2,19.07,27,554,2021-10-08,6
107887,Hair Care,Conditioner,2,33.75,24,550,2020-06-11,6
