invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date
108421,Body Care and Hygiene,Deodorant,1,5.23,39,169,2022-07-15
108422,Body Care and Hygiene,Deodorant,1,25.36,3,592,2023-12-10
108423,Body Care and Hygiene,Hand Sanitizer,4,17.34,54,915,2023-02-05
108424,Oral Care,Toothpaste,4,4.92,56,577,2023-10-02
108425,Oral Care,Mouthwash,2,8.0,45,219,2020-01-19
108426,Skin Care,Moisturizer,4,38.81,23,618,2022-06-22
108427,Skin Care,Face Wash,4,55.73,45,117,2021-05-04
108428,Skin Care,Face Wash,2,72.69,60,362,2020-11-15
108429,Skin Care,Sunscreen,4,26.31,38,521,2021-04-30
108430,Skin Care,Sunscreen,4,74.4,7,2,2020-04-07
108431,Hair Care,Hair Oil,3,16.6,59,315,2023-08-05
108432,Skin Care,Face Wash,3,25.09,45,492,2022-05-27
108433,Skin Care,Sunscreen,4,26.61,26,310,2024-10-20
108434,Oral Care,Toothpaste,2,14.96,34,380,2022-02-16
108435,Skin Care,Sunscreen,3,30.66,51,81,2021-02-17
108436,Hair Care,Hair Oil,3,21.78,53,753,2020-12-21
108437,Oral Care,Mouthwash,1,12.74,49,933,2023-09-07
108438,Skin Care,Lip Balm,3,20.26,18,358,2020-08-24
108439,Skin Care,Lip Balm,1,65.41,47,149,2024-01-12
108440,Body Care and Hygiene,Hand Sanitizer,2,14.63,29,953,2024-03-08
108441,Oral Care,Toothpaste,1,18.28,22,425,2022-08-03
108442,Skin Care,Lip Balm,1,65.2,28,419,2024-11-15
108443,Hair Care,Shampoo,4,23.32,23,903,2020-09-30
108444,Skin Care,Lip Balm,1,99.87,10,562,2023-09-14
108445,Oral Care,Mouthwash,2,8.68,49,248,2024-12-10
108446,Oral Care,Mouthwash,4,7.11,47,358,2023-06-06
108447,Body Care and Hygiene,Deodorant,4,29.62,18,21,2020-03-26
108448,Skin Care,Sunscreen,1,75.42,18,100,2024-07-17
108449,Body Care and Hygiene,Body Lotion,3,9.64,17,815,2023-06-28
108450,Hair Care,Shampoo,1,29.18,8,611,2024-08-08
108451,Hair Care,Hair Oil,4,41.02,4,933,2022-06-29
108452,Oral Care,Mouthwash,4,12.95,2,507,2022-10-23
108453,Skin Care,Lip Balm,2,17.91,41,789,2021-08-25
108454,Oral Care,Mouthwash,4,11.14,21,286,2024-12-28
108455,Skin Care,Face Wash,1,48.89,25,615,2025-01-14
108456,Skin Care,Lip Balm,2,20.58,35,551,2021-09-11
108457,Hair Care,Conditioner,2,41.08,1,727,2022-07-24
108458,Hair Care,Shampoo,1,41.2,30,230,2021-05-18
108459,Hair Care,Hair Oil,2,6.8,47,777,2024-08-26
108460,Body Care and Hygiene,Body Lotion,4,13.18,37,29,2023-04-16
108461,Skin Care,Face Wash,1,53.05,30,592,2020-12-29
108462,Skin Care,Moisturizer,3,20.19,55,479,2021-11-17
108463,Body Care and Hygiene,Body Lotion,4,19.95,48,53,2021-10-05
108464,Skin Care,Lip Balm,2,18.77,56,152,2021-08-01
108465,Hair Care,Conditioner,3,25.61,19,424,2025-02-11
108466,Hair Care,Conditioner,3,45.14,26,627,2022-05-07
108467,Hair Care,Shampoo,2,19.82,23,173,2023-10-20
108468,Oral Care,Toothpaste,4,18.24,22,545,2020-02-19
108469,Hair Care,Shampoo,4,8.08,21,138,2024-01-14
108470,Skin Care,Lip Balm,2,56.96,30,238,2024-12-23
108471,Oral Care,Mouthwash,4,4.15,51,792,2024-11-17
108472,Skin Care,Lip Balm,2,84.07,24,285,2023-09-09
108473,Body Care and Hygiene,Body Lotion,2,3.91,36,775,2022-06-20
108474,Body Care and Hygiene,Body Lotion,1,20.24,20,958,2023-09-21
108475,Hair Care,Hair Oil,1,46.71,41,325,2021-04-04
108476,Hair Care,Hair Oil,2,27.41,8,519,2023-06-18
108477,Body Care and Hygiene,Body Lotion,1,23.15,27,11,2023-06-11
108478,Skin Care,Sunscreen,4,56.4,54,310,2023-07-21
108479,Hair Care,Conditioner,2,20.93,32,751,2022-08-03
108480,Hair Care,Conditioner,2,20.78,21,169,2020-07-11
108481,Skin Care,Face Wash,3,80.35,33,896,2022-11-24
108482,Body Care and Hygiene,Deodorant,2,24.21,15,357,2023-05-26
108483,Hair Care,Hair Oil,3,27.18,45,843,2025-01-18
108484,Hair Care,Conditioner,3,31.44,50,413,2021-04-03
108485,Skin Care,Lip Balm,4,49.44,36,278,2020-09-24
108486,Skin Care,Sunscreen,2,49.12,31,187,2020-12-17
108487,Hair Care,Conditioner,2,25.2,38,159,2020-08-05
108488,Skin Care,Sunscreen,1,75.27,9,817,2021-11-04
108489,Hair Care,Hair Oil,4,27.27,3,925,2020-01-12
108490,Oral Care,Mouthwash,1,7.43,14,723,2022-12-07
108491,Oral Care,Toothpaste,2,11.58,37,890,2022-12-01
108492,Body Care and Hygiene,Body Lotion,3,20.47,23,778,2025-01-13
108493,Skin Care,Moisturizer,1,25.44,47,877,2021-04-04
108494,Oral Care,Toothpaste,2,5.54,41,285,2023-03-24
108495,Body Care and Hygiene,Body Lotion,4,9.4,49,758,2022-04-28
108496,Hair Care,Hair Oil,3,10.99,23,246,2022-02-08
108497,Hair Care,Hair Oil,2,22.13,32,640,2020-04-11
108498,Hair Care,Hair Oil,3,24.51,18,720,2022-04-11
108499,Skin Care,Face Wash,1,77.02,42,646,2023-09-27
108500,Oral Care,Mouthwash,3,5.3,7,405,2023-12-27
108501,Skin Care,Moisturizer,4,18.02,10,716,2023-04-30
108502,Skin Care,Face Wash,3,95.56,54,591,2022-04-15
108503,Body Care and Hygiene,Hand Sanitizer,3,4.54,20,853,2022-05-07
108504,Hair Care,Hair Oil,1,22.09,45,29,2021-11-27
108505,Skin Care,Lip Balm,3,31.32,60,754,2022-03-12
108506,Hair Care,Shampoo,1,8.69,7,988,2022-07-31
108507,Oral Care,Mouthwash,4,19.62,3,916,2020-12-06
108508,Body Care and Hygiene,Hand Sanitizer,4,25.62,17,877,2022-03-31
108509,Oral Care,Mouthwash,4,7.86,32,917,2024-05-19
108510,Skin Care,Moisturizer,2,68.94,46,166,2020-03-07
108511,Skin Care,Lip Balm,1,86.97,30,828,2023-09-26
108512,Hair Care,Shampoo,3,27.28,42,552,2020-01-03
108513,Oral Care,Mouthwash,1,15.89,41,9,2020-11-24
108514,Body Care and Hygiene,Body Lotion,2,16.76,58,498,2020-09-26
108515,Body Care and Hygiene,Hand Sanitizer,3,26.52,35,455,2021-01-02
108516,Skin Care,Moisturizer,2,40.89,35,800,2023-02-28
108517,Oral Care,Toothpaste,4,4.6,23,18,2024-10-11
108518,Oral Care,Toothpaste,3,10.5,38,38,2023-12-05
108519,Body Care and Hygiene,Hand Sanitizer,1,15.69,15,539,2021-03-29
108520,Hair Care,Hair Oil,1,35.54,56,32,2024-05-07
108521,Body Care and Hygiene,Body Lotion,2,14.75,18,423,2022-10-07
108522,Skin Care,Sunscreen,2,15.14,12,806,2022-02-12
108523,Oral Care,Mouthwash,4,16.8,36,900,2022-12-02
108524,Oral Care,Mouthwash,1,11.63,31,896,2020-02-23
108525,Skin Care,Moisturizer,1,99.69,60,470,2022-02-02
108526,Skin Care,Moisturizer,2,94.85,22,210,2021-10-20
108527,Oral Care,Toothpaste,4,16.71,47,810,2023-12-23
108528,Body Care and Hygiene,Body Lotion,4,9.97,39,712,2022-03-17
108529,Hair Care,Shampoo,3,9.82,21,962,2023-10-02
108530,Skin Care,Face Wash,4,38.88,43,213,2021-05-11
108531,Oral Care,Toothpaste,1,7.1,17,265,2022-12-02
108532,Skin Care,Sunscreen,2,93.68,12,887,2022-01-13
108533,Skin Care,Sunscreen,2,82.62,4,80,2020-07-17
108534,Skin Care,Sunscreen,4,15.16,14,377,2023-10-09
108535,Hair Care,Shampoo,2,43.06,6,818,2023-07-18
108536,Skin Care,Moisturizer,1,53.1,12,954,2020-09-18
108537,Hair Care,Hair Oil,2,24.81,11,191,2020-06-11
108538,Skin Care,Lip Balm,1,30.11,4,631,2022-01-06
108539,Skin Care,Face Wash,4,79.24,21,895,2021-11-03
108540,Skin Care,Moisturizer,3,37.72,43,451,2024-12-31
108541,Oral Care,Toothpaste,4,8.24,54,578,2023-02-20
108542,Hair Care,Conditioner,3,30.36,32,823,2020-01-28
108543,Hair Care,Conditioner,4,26.76,32,226,2020-03-26
108544,Skin Care,Lip Balm,1,33.39,28,70,2024-05-26
108545,Skin Care,Moisturizer,4,39.34,25,917,2023-03-24
108546,Hair Care,Conditioner,3,45.48,52,713,2023-04-09
108547,Skin Care,Face Wash,2,31.87,39,618,2021-04-09
108548,Oral Care,Mouthwash,2,19.91,50,221,2021-10-10
108549,Hair Care,Conditioner,1,39.76,19,64,2022-12-03
108550,Oral Care,Mouthwash,4,9.79,22,88,2022-05-26
108551,Skin Care,Moisturizer,1,59.06,34,895,2024-02-24
108552,Hair Care,Shampoo,3,14.5,57,91,2021-11-03
108553,Skin Care,Sunscreen,2,50.3,52,407,2024-11-08
108554,Body Care and Hygiene,Deodorant,1,10.7,49,312,2023-12-24
108555,Hair Care,Shampoo,3,22.48,13,769,2024-05-10
108556,Oral Care,Toothpaste,4,16.28,40,93,2023-03-15
108557,Hair Care,Shampoo,4,39.28,22,122,2020-11-30
108558,Hair Care,Shampoo,2,9.23,46,901,2020-05-05
108559,Hair Care,Hair Oil,2,37.66,45,449,2024-06-18
108560,Hair Care,Shampoo,1,14.64,49,37,2023-06-02
108561,Skin Care,Moisturizer,3,59.91,29,175,2024-10-26
108562,Skin Care,Face Wash,4,71.95,8,396,2023-07-26
108563,Body Care and Hygiene,Deodorant,4,15.17,17,909,2022-01-31
108564,Hair Care,Conditioner,2,31.05,1,759,2022-07-16
108565,Hair Care,Conditioner,1,40.82,15,694,2021-07-19
108566,Body Care and Hygiene,Hand Sanitizer,3,7.7,7,133,2024-09-20
108567,Skin Care,Moisturizer,1,83.18,8,359,2020-07-31
108568,Skin Care,Face Wash,4,72.98,36,295,2021-05-06
108569,Skin Care,Face Wash,1,17.4,10,60,2023-12-27
108570,Oral Care,Toothpaste,4,7.58,13,440,2020-05-04
108571,Hair Care,Conditioner,4,48.95,10,608,2021-07-24
108572,Hair Care,Shampoo,4,36.85,32,81,2020-11-14
108573,Hair Care,Hair Oil,2,29.83,14,593,2023-05-30
108574,Body Care and Hygiene,Hand Sanitizer,1,5.78,14,645,2022-09-05
108575,Skin Care,Sunscreen,1,51.95,22,237,2023-12-07
108576,Hair Care,Shampoo,3,9.9,44,979,2023-04-28
108577,Body Care and Hygiene,Body Lotion,3,7.28,45,239,2024-04-02
108578,Hair Care,Conditioner,3,34.41,51,689,2020-11-21
108579,Skin Care,Moisturizer,3,89.76,12,257,2020-07-02
108580,Skin Care,Moisturizer,1,49.12,54,592,2020-12-09
108581,Body Care and Hygiene,Body Lotion,1,3.95,7,547,2020-10-28
108582,Body Care and Hygiene,Body Lotion,3,9.26,37,915,2021-10-25
108583,Skin Care,Moisturizer,2,82.59,58,828,2021-09-20
108584,Body Care and Hygiene,Deodorant,3,19.46,51,75,2022-03-01
108585,Body Care and Hygiene,Body Lotion,1,4.88,2,311,2024-03-14
108586,Skin Care,Face Wash,2,44.47,22,930,2024-07-03
108587,Oral Care,Toothpaste,2,16.07,37,650,2023-05-30
108588,Oral Care,Mouthwash,2,12.69,14,169,2024-04-22
108589,Body Care and Hygiene,Body Lotion,4,19.87,22,223,2023-01-11
108590,Oral Care,Toothpaste,3,19.64,43,223,2021-03-24
108591,Hair Care,Hair Oil,4,43.95,8,293,2020-11-10
108592,Oral Care,Mouthwash,4,8.48,7,20,2020-12-16
108593,Body Care and Hygiene,Hand Sanitizer,3,7.81,31,934,2022-04-17
108594,Skin Care,Moisturizer,4,36.81,51,646,2021-09-03
108595,Body Care and Hygiene,Body Lotion,1,13.66,55,657,2023-03-26
108596,Hair Care,Conditioner,2,46.44,11,63,2023-03-05
108597,Hair Care,Conditioner,3,16.61,57,326,2021-07-07
108598,Skin Care,Sunscreen,2,94.05,26,683,2024-08-25
108599,Skin Care,Moisturizer,4,62.63,28,680,2023-05-18
108600,Oral Care,Mouthwash,3,17.89,28,670,2023-10-29
108601,Skin Care,Lip Balm,4,24.86,17,216,2020-02-12
108602,Skin Care,Sunscreen,4,76.35,58,466,2020-05-31
108603,Skin Care,Face Wash,3,24.12,45,786,2022-10-15
108604,Oral Care,Toothpaste,1,9.54,38,815,2024-09-20
108605,Skin Care,Face Wash,3,70.92,17,961,2020-01-29
108606,Body Care and Hygiene,Deodorant,4,18.37,21,662,2024-01-02
108607,Hair Care,Shampoo,3,48.83,59,991,2024-01-11
108608,Oral Care,Mouthwash,1,15.55,58,472,2020-09-25
108609,Skin Care,Moisturizer,2,74.03,54,872,2021-03-25
108610,Hair Care,Conditioner,1,21.5,11,876,2020-11-19
108611,Oral Care,Toothpaste,1,4.1,14,386,2024-09-17
108612,Skin Care,Face Wash,4,98.89,2,514,2024-08-08
108613,Body Care and Hygiene,Hand Sanitizer,4,25.88,5,933,2021-04-20
108614,Body Care and Hygiene,Deodorant,3,3.05,26,111,2020-03-17
108615,Body Care and Hygiene,Body Lotion,1,3.98,36,732,2024-09-12
108616,Skin Care,Face Wash,1,68.92,36,441,2022-02-14
108617,Body Care and Hygiene,Body Lotion,1,18.58,44,95,2021-03-20
108618,Body Care and Hygiene,Body Lotion,4,5.81,60,880,2024-09-18
108619,Hair Care,Hair Oil,3,7.53,46,818,2023-09-19
108620,Oral Care,Mouthwash,1,8.76,16,236,2024-07-04
108621,Body Care and Hygiene,Body Lotion,4,17.29,9,239,2023-06-11
108622,Hair Care,Hair Oil,1,18.36,47,313,2022-06-21
108623,Body Care and Hygiene,Deodorant,2,8.28,48,639,2021-05-06
108624,Skin Care,Moisturizer,1,48.46,21,613,2023-06-23
108625,Oral Care,Toothpaste,2,13.87,16,355,2022-11-19
108626,Skin Care,Lip Balm,4,45.5,5,725,2022-01-07
108627,Skin Care,Face Wash,1,80.33,31,365,2024-08-11
108628,Body Care and Hygiene,Body Lotion,1,21.07,60,38,2024-09-21
108629,Hair Care,Shampoo,4,47.0,52,797,2020-12-30
108630,Hair Care,Conditioner,1,27.0,2,938,2020-05-14
108631,Hair Care,Shampoo,3,28.78,60,757,2021-07-06
108632,Hair Care,Shampoo,4,42.6,35,998,2020-07-14
108633,Skin Care,Moisturizer,1,10.86,45,760,2021-01-30
108634,Skin Care,Face Wash,2,35.29,21,82,2020-04-25
108635,Skin Care,Face Wash,3,83.53,1,672,2023-09-27
108636,Skin Care,Face Wash,1,53.04,8,768,2023-10-16
108637,Hair Care,Conditioner,4,41.85,26,275,2024-06-19
108638,Body Care and Hygiene,Deodorant,1,7.6,34,874,2022-02-11
108639,Hair Care,Conditioner,4,9.46,47,598,2022-11-12
108640,Hair Care,Conditioner,2,17.11,16,779,2022-06-16
108641,Oral Care,Mouthwash,1,15.22,5,941,2023-11-28
108642,Hair Care,Shampoo,3,15.51,43,632,2020-04-17
108643,Hair Care,Shampoo,4,36.53,16,722,2023-06-07
108644,Skin Care,Face Wash,1,20.26,31,440,2024-05-20
108645,Body Care and Hygiene,Body Lotion,2,7.78,44,234,2022-12-06
108646,Skin Care,Sunscreen,2,77.48,37,956,2020-05-13
108647,Body Care and Hygiene,Deodorant,4,22.52,20,348,2022-10-07
108648,Body Care and Hygiene,Body Lotion,4,9.86,37,153,2021-09-19
108649,Hair Care,Conditioner,3,44.4,14,279,2022-04-12
108650,Oral Care,Toothpaste,2,15.14,15,40,2024-03-21
108651,Skin Care,Face Wash,4,94.9,9,750,2021-02-24
108652,Hair Care,Hair Oil,4,35.96,50,447,2022-08-04
108653,Skin Care,Moisturizer,1,69.75,32,425,2023-11-03
108654,Hair Care,Conditioner,1,17.57,13,114,2022-11-23
108655,Skin Care,Moisturizer,3,93.78,18,244,2024-01-08
108656,Body Care and Hygiene,Deodorant,4,29.67,32,917,2024-04-11
108657,Oral Care,Toothpaste,3,15.02,46,931,2021-01-03
108658,Skin Care,Sunscreen,1,15.93,4,92,2020-02-18
108659,Body Care and Hygiene,Body Lotion,4,20.79,36,196,2024-01-10
108660,Oral Care,Toothpaste,1,5.81,28,355,2022-02-20
108661,Hair Care,Hair Oil,1,12.69,28,328,2021-06-17
108662,Oral Care,Mouthwash,3,5.41,34,660,2024-02-22
108663,Skin Care,Sunscreen,1,83.89,14,413,2022-12-20
108664,Hair Care,Shampoo,1,34.82,30,382,2025-01-19
108665,Body Care and Hygiene,Hand Sanitizer,2,18.0,31,405,2024-05-19
108666,Hair Care,Conditioner,3,11.36,6,206,2022-11-28
108667,Hair Care,Shampoo,2,41.78,3,863,2024-12-12
108668,Oral Care,Toothpaste,4,18.55,50,708,2022-06-21
108669,Hair Care,Conditioner,4,25.37,58,988,2020-10-05
108670,Hair Care,Conditioner,1,35.81,2,294,2020-01-03
108671,Hair Care,Hair Oil,3,39.04,22,308,2020-01-16
108672,Oral Care,Toothpaste,2,3.42,3,650,2021-10-17
108673,Skin Care,Face Wash,4,66.29,4,407,2021-06-11
108674,Body Care and Hygiene,Deodorant,3,6.42,31,211,2024-09-24
108675,Hair Care,Conditioner,2,7.78,32,903,2023-12-02
108676,Body Care and Hygiene,Deodorant,2,5.06,58,813,2022-11-21
108677,Body Care and Hygiene,Hand Sanitizer,3,5.2,10,349,2021-05-02
108678,Skin Care,Sunscreen,3,47.2,54,696,2021-04-27
108679,Skin Care,Face Wash,3,56.14,49,983,2022-06-24
108680,Hair Care,Shampoo,4,7.72,40,649,2024-08-23
108681,Hair Care,Conditioner,4,21.89,40,466,2024-12-15
108682,Body Care and Hygiene,Deodorant,1,29.65,60,492,2021-10-21
108683,Body Care and Hygiene,Hand Sanitizer,3,18.52,13,487,2022-03-13
108684,Skin Care,Sunscreen,4,60.55,33,966,2020-05-04
108685,Hair Care,Conditioner,3,40.19,38,807,2020-06-22
108686,Skin Care,Moisturizer,1,14.65,21,977,2022-01-21
108687,Oral Care,Toothpaste,1,13.43,43,196,2023-07-22
108688,Hair Care,Hair Oil,3,38.36,48,729,2020-04-14
108689,Skin Care,Sunscreen,3,41.35,50,898,2023-03-09
108690,Body Care and Hygiene,Hand Sanitizer,1,18.11,30,293,2020-07-08
108691,Hair Care,Hair Oil,3,35.48,44,632,2020-10-12
108692,Skin Care,Moisturizer,2,11.18,12,442,2022-05-18
108693,Body Care and Hygiene,Hand Sanitizer,3,7.4,14,726,2021-01-08
108694,Hair Care,Hair Oil,3,47.99,32,423,2024-10-10
108695,Oral Care,Mouthwash,1,5.62,58,759,2022-04-05
108696,Oral Care,Toothpaste,3,11.09,34,576,2020-11-26
108697,Hair Care,Conditioner,4,43.48,14,907,2024-04-26
108698,Skin Care,Moisturizer,2,15.67,12,873,2024-05-26
108699,Skin Care,Sunscreen,2,44.83,16,77,2020-02-07
108700,Oral Care,Toothpaste,4,12.83,58,122,2020-09-12
108701,Skin Care,Moisturizer,3,74.84,35,418,2024-12-04
108702,Skin Care,Moisturizer,3,99.0,14,505,2023-12-20
108703,Hair Care,Shampoo,4,44.31,2,959,2021-05-22
108704,Hair Care,Shampoo,2,17.0,49,868,2021-06-18
108705,Skin Care,Lip Balm,1,82.61,26,454,2023-04-22
108706,Hair Care,Conditioner,4,27.38,16,890,2021-04-21
108707,Hair Care,Conditioner,3,25.09,44,480,2021-11-16
108708,Hair Care,Hair Oil,2,34.19,20,663,2020-04-20
108709,Skin Care,Face Wash,1,12.03,56,874,2023-05-03
108710,Skin Care,Sunscreen,2,45.59,30,146,2021-03-26
108711,Oral Care,Toothpaste,1,14.09,10,432,2024-04-13
108712,Hair Care,Shampoo,1,9.4,25,574,2021-03-03
108713,Hair Care,Hair Oil,4,19.48,20,212,2021-02-27
108714,Oral Care,Mouthwash,1,6.4,45,321,2020-09-03
108715,Skin Care,Moisturizer,1,20.37,22,309,2020-11-10
108716,Body Care and Hygiene,Deodorant,4,8.45,5,891,2023-08-19
108717,Body Care and Hygiene,Body Lotion,4,6.31,56,365,2022-05-16
108718,Oral Care,Toothpaste,3,6.08,42,828,2021-05-20
108719,Skin Care,Moisturizer,1,68.74,47,285,2022-10-01
108720,Oral Care,Mouthwash,3,15.02,57,955,2024-07-07
108721,Skin Care,Lip Balm,4,62.37,6,273,2024-06-25
108722,Body Care and Hygiene,Body Lotion,3,27.37,12,160,2021-03-16
108723,Hair Care,Hair Oil,4,16.14,15,31,2022-06-06
108724,Hair Care,Hair Oil,4,13.04,16,878,2020-03-10
108725,Body Care and Hygiene,Body Lotion,1,21.3,3,598,2022-06-07
108726,Skin Care,Lip Balm,3,17.59,20,165,2020-03-04
108727,Hair Care,Hair Oil,1,8.87,39,494,2022-05-06
108728,Body Care and Hygiene,Body Lotion,3,27.71,41,798,2022-04-25
108729,Oral Care,Toothpaste,2,6.4,40,214,2022-08-05
108730,Body Care and Hygiene,Deodorant,1,13.35,1,757,2024-09-02
108731,Skin Care,Moisturizer,2,20.63,43,10,2021-07-05
108732,Oral Care,Toothpaste,2,12.2,59,779,2024-04-12
108733,Body Care and Hygiene,Body Lotion,4,15.6,1,39,2021-11-21
108734,Body Care and Hygiene,Body Lotion,1,3.53,20,967,2024-04-11
108735,Skin Care,Moisturizer,3,35.34,3,723,2025-01-20
108736,Skin Care,Sunscreen,4,10.76,21,211,2023-06-13
108737,Skin Care,Lip Balm,4,25.5,24,906,2024-09-11
108738,Hair Care,Hair Oil,1,46.44,43,794,2024-06-26
108739,Hair Care,Hair Oil,1,34.8,11,559,2023-04-12
108740,Hair Care,Conditioner,1,22.38,11,217,2024-08-04
108741,Body Care and Hygiene,Body Lotion,3,19.8,15,946,2022-05-23
108742,Body Care and Hygiene,Deodorant,3,23.7,7,589,2020-05-09
108743,Hair Care,Hair Oil,3,39.47,30,119,2022-04-11
108744,Skin Care,Face Wash,3,35.2,48,648,2020-05-21
108745,Skin Care,Face Wash,4,55.75,19,541,2024-05-03
108746,Hair Care,Conditioner,1,49.78,41,538,2020-05-08
108747,Body Care and Hygiene,Hand Sanitizer,1,22.31,44,227,2021-01-16
108748,Oral Care,Toothpaste,1,11.7,18,423,2024-06-07
108749,Body Care and Hygiene,Deodorant,1,20.09,54,940,2024-08-26
108750,Hair Care,Conditioner,3,35.67,41,890,2023-08-04
108751,Body Care and Hygiene,Hand Sanitizer,3,24.45,10,914,2025-01-25
108752,Body Care and Hygiene,Hand Sanitizer,3,18.94,57,715,2023-11-16
108753,Skin Care,Lip Balm,2,24.46,6,125,2023-02-07
108754,Oral Care,Toothpaste,1,15.73,13,411,2021-12-10
108755,Skin Care,Face Wash,2,57.49,8,528,2022-06-11
108756,Hair Care,Conditioner,2,15.32,23,433,2021-12-25
108757,Hair Care,Shampoo,1,10.28,40,261,2024-03-24
108758,Skin Care,Moisturizer,2,14.62,34,976,2024-10-04
108759,Skin Care,Moisturizer,1,54.5,38,236,2023-12-03
108760,Body Care and Hygiene,Deodorant,3,14.43,6,866,2022-10-01
108761,Skin Care,Sunscreen,3,88.9,34,163,2024-06-15
108762,Body Care and Hygiene,Deodorant,4,9.53,2,447,2023-08-12
108763,Body Care and Hygiene,Deodorant,1,5.0,52,410,2024-04-06
108764,Skin Care,Sunscreen,4,86.9,25,34,2024-12-19
108765,Skin Care,Sunscreen,1,26.13,53,666,2021-11-01
108766,Skin Care,Face Wash,1,61.23,44,108,2024-07-12
108767,Body Care and Hygiene,Body Lotion,3,12.74,6,16,2024-06-13
108768,Skin Care,Moisturizer,3,78.22,32,166,2023-10-22
108769,Body Care and Hygiene,Body Lotion,4,8.7,55,299,2024-02-24
108770,Body Care and Hygiene,Body Lotion,4,12.34,24,164,2020-04-27
108771,Body Care and Hygiene,Hand Sanitizer,1,17.91,18,518,2022-01-21
108772,Body Care and Hygiene,Deodorant,1,25.33,17,639,2020-04-24
108773,Skin Care,Moisturizer,3,67.02,52,743,2023-08-08
108774,Oral Care,Mouthwash,4,10.35,45,750,2020-04-17
108775,Hair Care,Hair Oil,3,9.35,41,797,2024-11-06
108776,Skin Care,Moisturizer,4,89.51,36,966,2021-09-23
108777,Body Care and Hygiene,Body Lotion,4,8.24,18,901,2023-01-28
108778,Body Care and Hygiene,Deodorant,3,26.96,35,422,2024-11-18
108779,Skin Care,Lip Balm,1,95.67,40,31,2022-04-03
108780,Body Care and Hygiene,Body Lotion,4,9.23,17,34,2025-01-22
108781,Body Care and Hygiene,Body Lotion,2,26.86,58,417,2024-02-28
108782,Skin Care,Sunscreen,4,36.45,1,773,2020-09-29
108783,Hair Care,Shampoo,4,15.55,42,39,2020-08-21
108784,Oral Care,Mouthwash,4,9.27,44,197,2020-04-02
108785,Skin Care,Moisturizer,4,10.98,46,603,2023-09-23
108786,Hair Care,Hair Oil,3,44.44,45,451,2021-08-07
108787,Hair Care,Conditioner,3,20.17,9,233,2020-10-01
108788,Oral Care,Toothpaste,3,15.41,54,696,2024-01-07
108789,Hair Care,Shampoo,2,6.03,48,709,2023-05-26
108790,Oral Care,Toothpaste,2,9.01,35,671,2024-03-15
108791,Body Care and Hygiene,Deodorant,2,9.99,31,364,2023-02-05
108792,Skin Care,Sunscreen,2,10.87,53,64,2021-07-22
108793,Skin Care,Moisturizer,2,65.45,28,376,2024-07-24
108794,Body Care and Hygiene,Deodorant,3,23.12,44,891,2024-10-08
108795,Skin Care,Lip Balm,3,77.88,47,966,2021-05-01
108796,Body Care and Hygiene,Hand Sanitizer,3,24.75,13,727,2020-01-31
108797,Oral Care,Toothpaste,1,2.16,12,992,2024-05-01
108798,Skin Care,Sunscreen,2,79.56,55,244,2023-05-21
108799,Skin Care,Face Wash,4,17.21,3,275,2023-11-10
108800,Oral Care,Toothpaste,4,19.94,60,614,2023-04-04
108801,Body Care and Hygiene,Body Lotion,3,8.63,56,22,2022-04-17
108802,Skin Care,Moisturizer,2,56.71,11,216,2022-10-04
108803,Hair Care,Conditioner,2,8.3,11,884,2024-03-25
108804,Skin Care,Face Wash,1,87.08,20,685,2023-01-22
108805,Skin Care,Moisturizer,1,18.31,52,450,2020-11-18
108806,Oral Care,Toothpaste,4,18.21,24,958,2023-09-08
108807,Skin Care,Lip Balm,4,35.45,9,197,2024-05-29
108808,Skin Care,Lip Balm,2,65.6,56,969,2020-10-17
108809,Hair Care,Shampoo,4,35.5,33,306,2022-05-14
108810,Hair Care,Hair Oil,1,11.67,20,593,2020-07-04
108811,Oral Care,Mouthwash,4,5.2,37,910,2023-07-06
108812,Hair Care,Shampoo,2,37.0,27,445,2022-09-19
108813,Oral Care,Mouthwash,1,5.77,14,37,2021-11-18
108814,Skin Care,Face Wash,1,14.75,44,703,2020-09-22
108815,Skin Care,Face Wash,1,37.09,54,224,2024-03-16
108816,Skin Care,Moisturizer,4,43.17,36,727,2023-07-11
108817,Skin Care,Lip Balm,1,69.75,30,64,2024-07-25
108818,Body Care and Hygiene,Body Lotion,2,7.4,33,574,2024-11-23
108819,Body Care and Hygiene,Deodorant,4,16.55,19,684,2024-07-06
108820,Hair Care,Conditioner,3,34.73,40,144,2020-10-21
108821,Hair Care,Conditioner,2,33.63,41,534,2024-12-07
108822,Hair Care,Shampoo,2,31.56,1,115,2023-07-01
108823,Oral Care,Toothpaste,4,19.04,36,226,2024-04-29
108824,Skin Care,Lip Balm,1,82.65,55,934,2023-06-02
108825,Hair Care,Hair Oil,1,29.01,25,504,2020-03-07
108826,Hair Care,Conditioner,1,34.11,48,961,2020-05-18
108827,Hair Care,Hair Oil,3,16.17,24,234,2020-12-02
108828,Skin Care,Moisturizer,4,34.93,10,112,2024-02-20
108829,Hair Care,Shampoo,2,13.23,26,817,2020-10-04
108830,Oral Care,Mouthwash,1,3.81,31,502,2021-05-29
108831,Oral Care,Mouthwash,4,16.99,30,29,2020-06-12
108832,Hair Care,Hair Oil,2,46.17,27,171,2022-06-25
