invoice_no,category,quantity,price,shopping_mall,invoice_date
107799,Books,4,465.58,Bluewater Shopping Centre,2020-12-09
107800,Jewelry,4,237.86,Tysons Corner Center,2024-12-06
107801,Groceries,4,107.75,Westfield Stratford City,2024-04-21
107802,Jewelry,2,104.48,Pheasant Lane Mall,2023-02-12
107803,Beauty Products,3,293.62,Cherry Creek Shopping Center,2021-09-06
107804,Electronics,2,30.37,Town Center at Boca Raton,2020-02-02
107805,Accessories,3,376.24,SouthPark,2021-10-23
107806,Accessories,4,325.95,The Streets at Southpoint,2024-01-25
107807,Beauty Products,4,450.1,The Florida Mall,2021-10-15
107808,Home Decor,2,197.2,Yorkdale Shopping Centre,2024-03-04
107809,Home Decor,1,43.16,SouthPark,2020-10-08
107810,Footwear,3,61.59,Santa Monica Place,2021-02-14
107811,Clothing,2,452.43,Aventura Mall,2020-10-28
107812,Jewelry,4,473.12,The Shops at Columbus Circle,2020-03-05
107813,Beauty Products,4,360.71,Westfield Stratford City,2020-07-18
107814,Toys,4,270.43,The Mall at Short Hills,2021-03-26
107815,Home Decor,1,18.83,Palisades Center,2021-04-24
107816,Groceries,2,460.86,Stanford Shopping Center,2024-01-10
107817,Clothing,4,139.53,The Grove,2021-06-06
107818,Footwear,4,184.34,Bayshore Shopping Centre,2021-10-14
107819,Home Decor,4,25.13,Oakbrook Center,2021-10-30
107820,Books,1,265.68,Roosevelt Field,2022-03-23
107821,Jewelry,4,337.0,The Trafford Centre,2024-07-14
107822,Electronics,3,257.6,South Coast Plaza,2021-05-03
107823,Accessories,1,484.33,The Americana at Brand,2020-08-02
107824,Toys,3,297.21,Roosevelt Field,2021-06-23
107825,Clothing,4,32.86,Stonebriar Centre,2020-07-20
107826,Beauty Products,3,384.89,Westfield London,2022-11-26
107827,Accessories,4,477.18,Bullring & Grand Central,2021-07-29
107828,Accessories,2,491.24,The Domain,2025-01-10
107829,Beauty Products,1,95.98,SouthPark,2024-09-26
107830,Jewelry,2,227.72,The Florida Mall,2020-03-13
107831,Toys,4,487.75,Perimeter Mall,2024-02-05
107832,Books,3,25.7,Westfield Stratford City,2024-11-10
107833,Footwear,3,313.58,Town Center at Boca Raton,2023-03-17
107834,Groceries,2,291.98,Bullring & Grand Central,2024-02-07
107835,Footwear,3,348.2,Roosevelt Field,2023-01-15
107836,Home Decor,2,47.47,The Dubai Mall,2020-06-01
107837,Accessories,3,456.37,Brookfield Place,2022-12-14
107838,Clothing,2,489.78,Fashion Show Mall,2023-11-13
107839,Toys,1,214.32,Westfield Century City,2022-08-26
107840,Home Decor,1,53.07,Arndale Centre,2020-01-31
107841,Jewelry,4,94.13,Easton Town Center,2022-05-25
107842,Jewelry,3,38.35,Aventura Mall,2021-12-04
107843,Clothing,4,351.49,Westfield Annapolis,2020-07-05
107844,Groceries,4,384.75,Westfield San Francisco Centre,2021-01-28
107845,Beauty Products,1,256.06,Park Meadows,2020-10-28
107846,Footwear,1,224.68,Westfield London,2020-12-27
107847,Toys,2,65.24,Bullring & Grand Central,2021-01-06
107848,Beauty Products,4,129.39,The Summit,2023-01-19
107849,Books,3,397.72,Brookfield Place,2024-04-28
107850,Electronics,2,368.64,The Trafford Centre,2024-06-02
107851,Clothing,4,158.8,The Summit,2023-08-13
107852,Clothing,1,358.39,The Galleria at Fort Lauderdale,2024-12-05
107853,Electronics,3,78.58,SouthPark,2022-11-17
107854,Electronics,2,385.44,Yorkdale Shopping Centre,2021-03-27
107855,Beauty Products,2,491.03,The Mall at Millenia,2020-05-23
107856,Home Decor,4,50.16,Westfield Annapolis,2025-01-19
107857,Home Decor,2,113.49,Easton Town Center,2022-03-27
107858,Jewelry,4,356.45,Perimeter Mall,2024-09-17
107859,Books,2,225.29,Aventura Mall,2021-08-13
107860,Jewelry,3,146.45,Stonebriar Centre,2022-12-18
107861,Electronics,1,288.99,Metrocentre,2024-05-03
107862,Footwear,4,236.09,Stonebriar Centre,2022-07-02
107863,Groceries,2,454.9,Stanford Shopping Center,2022-03-02
107864,Groceries,1,45.34,Lakeside Shopping Centre,2024-12-08
107865,Jewelry,2,237.88,Roosevelt Field,2024-09-03
107866,Electronics,3,150.76,South Coast Plaza,2024-11-17
107867,Electronics,3,259.54,The Americana at Brand,2023-04-27
107868,Home Decor,4,74.78,The Shops at La Cantera,2021-08-31
107869,Footwear,3,454.39,Scottsdale Fashion Square,2021-11-21
107870,Accessories,3,444.78,Westfield San Francisco Centre,2024-08-01
107871,Footwear,2,50.66,Oakbrook Center,2021-06-11
107872,Footwear,2,70.65,The Dubai Mall,2022-02-23
107873,Books,3,90.38,Westfield London,2021-06-03
107874,Groceries,3,115.51,Mall of America,2024-11-11
107875,Electronics,1,32.68,Meadowhall,2021-03-30
107876,Toys,4,473.34,Lenox Square,2022-07-30
107877,Toys,1,347.8,Perimeter Mall,2023-01-24
107878,Jewelry,2,97.95,The Oracle,2020-09-25
107879,Accessories,4,409.98,The Domain,2020-05-24
107880,Home Decor,2,403.23,Perimeter Mall,2022-10-13
107881,Toys,1,229.62,NorthPark Center,2024-01-26
107882,Clothing,1,116.24,Westfield Stratford City,2020-01-31
107883,Toys,2,48.12,Park Meadows,2021-12-18
107884,Books,3,260.43,SouthPark,2024-10-31
107885,Toys,4,68.73,Roosevelt Field,2020-12-16
107886,Jewelry,1,82.33,Oakbrook Center,2020-09-18
107887,Footwear,4,41.44,Roosevelt Field,2024-03-27
107888,Toys,1,234.7,The Grove,2024-01-23
107889,Groceries,2,495.01,The Galleria,2022-05-20
107890,Home Decor,3,327.9,West Edmonton Mall,2022-08-19
107891,Toys,2,265.48,Bluewater Shopping Centre,2021-11-01
107892,Groceries,3,409.37,Bayshore Shopping Centre,2023-09-06
107893,Footwear,4,351.06,Scottsdale Fashion Square,2023-12-12
107894,Beauty Products,3,443.67,Scottsdale Fashion Square,2020-06-11
107895,Clothing,1,462.67,Easton Town Center,2024-01-14
107896,Home Decor,1,324.97,Bullring & Grand Central,2024-10-08
107897,Clothing,2,258.76,The Florida Mall,2023-12-04
107898,Jewelry,3,66.25,Stanford Shopping Center,2022-01-19
107899,Groceries,2,62.82,Stonebriar Centre,2020-09-07
107900,Books,3,263.41,The Summit,2020-11-20
107901,Accessories,1,342.42,Bluewater Shopping Centre,2025-01-09
107902,Accessories,1,338.81,Dolphin Mall,2020-09-21
107903,Clothing,4,235.56,Meadowhall,2022-08-10
107904,Beauty Products,3,484.61,The Trafford Centre,2023-07-29
107905,Toys,2,494.56,Oakbrook Center,2025-02-14
107906,Beauty Products,1,433.2,Dolphin Mall,2024-01-05
107907,Beauty Products,4,41.2,Pheasant Lane Mall,2023-07-23
107908,Toys,1,149.91,Stanford Shopping Center,2023-05-14
107909,Electronics,4,73.74,Town Center at Boca Raton,2022-02-20
107910,Footwear,2,170.72,The Trafford Centre,2021-09-21
107911,Beauty Products,4,9.85,International Plaza and Bay Street,2023-07-30
107912,Beauty Products,3,347.08,Scottsdale Fashion Square,2020-04-07
107913,Groceries,4,247.32,The Oracle,2023-08-26
107914,Footwear,2,391.34,Roosevelt Field,2023-01-15
107915,Clothing,4,120.33,Cherry Creek Shopping Center,2023-08-01
107916,Footwear,2,158.47,NorthPark Center,2023-03-03
107917,Accessories,2,423.03,Westfield Century City,2021-10-31
107918,Footwear,4,85.41,The Grove,2024-02-29
107919,Clothing,4,42.99,The Oracle,2022-02-13
107920,Clothing,2,225.55,The Mall in Columbia,2023-11-02
107921,Footwear,2,193.31,The Shops at Columbus Circle,2022-04-30
107922,Jewelry,1,342.53,Town Center at Boca Raton,2022-05-22
107923,Groceries,4,467.63,NorthPark Center,2025-01-08
107924,Electronics,2,134.42,Westfield San Francisco Centre,2020-10-25
107925,Accessories,3,387.14,Bayshore Shopping Centre,2021-03-11
107926,Footwear,2,219.05,Stanford Shopping Center,2020-03-21
107927,Toys,3,94.59,Park Meadows,2025-02-08
107928,Jewelry,1,257.96,Tysons Corner Center,2023-03-16
107929,Books,1,451.45,The Dubai Mall,2024-05-07
107930,Toys,2,292.94,Westfield Stratford City,2023-06-27
107931,Clothing,3,57.93,Park Meadows,2022-01-16
107932,Accessories,1,176.25,Roosevelt Field,2024-09-24
107933,Footwear,1,201.82,The Oracle,2022-01-06
107934,Books,1,7.63,Roosevelt Field,2020-09-09
107935,Electronics,4,436.66,South Coast Plaza,2024-11-29
107936,Books,3,115.72,Aventura Mall,2024-07-28
107937,Books,2,158.21,Mall of America,2022-03-13
107938,Home Decor,3,323.01,Santa Monica Place,2020-06-21
107939,Jewelry,4,366.59,Santa Monica Place,2020-01-06
107940,Clothing,4,326.74,Scottsdale Fashion Square,2024-10-24
107941,Home Decor,3,75.55,Scottsdale Fashion Square,2020-12-19
107942,Jewelry,1,422.16,Mall of America,2021-02-15
107943,Electronics,2,125.96,The Trafford Centre,2020-02-24
107944,Books,3,250.85,Lenox Square,2023-11-29
107945,Clothing,4,433.53,Trafford Centre,2023-07-07
107946,Toys,2,302.56,Meadowhall,2022-05-27
107947,Clothing,3,367.36,King of Prussia Mall,2025-01-23
107948,Footwear,1,499.46,King of Prussia Mall,2023-03-01
107949,Groceries,3,465.65,Palisades Center,2022-02-26
107950,Beauty Products,1,224.49,Cherry Creek Shopping Center,2024-10-07
107951,Footwear,4,272.62,West Edmonton Mall,2020-12-01
107952,Groceries,3,86.24,Perimeter Mall,2024-06-16
107953,Accessories,1,66.42,Trafford Centre,2022-04-21
107954,Jewelry,2,341.03,The Dubai Mall,2022-02-04
107955,Groceries,1,386.12,Arndale Centre,2021-09-07
107956,Clothing,4,250.77,The Grove,2021-05-26
107957,Footwear,4,160.88,Cherry Creek Shopping Center,2021-09-28
107958,Clothing,4,179.97,West Edmonton Mall,2024-01-08
107959,Accessories,2,204.62,Meadowhall,2024-07-15
107960,Clothing,1,75.17,The Domain,2024-12-25
107961,Accessories,3,305.37,Bullring & Grand Central,2024-07-17
107962,Jewelry,3,484.74,International Plaza and Bay Street,2020-06-14
107963,Jewelry,1,252.42,Metrocentre,2024-12-24
107964,Jewelry,1,118.95,Santa Monica Place,2023-03-14
107965,Toys,4,79.65,Park Meadows,2020-01-07
107966,Footwear,1,409.87,Aventura Mall,2024-12-24
107967,Groceries,2,121.59,Meadowhall,2021-07-01
107968,Footwear,3,489.77,Arndale Centre,2022-01-23
107969,Home Decor,3,450.13,The Mall at Short Hills,2023-07-23
107970,Footwear,2,126.96,The Summit,2024-10-27
107971,Jewelry,4,371.13,The Florida Mall,2022-06-15
107972,Footwear,1,336.52,Tysons Corner Center,2023-03-21
107973,Jewelry,1,40.82,Brookfield Place,2022-07-28
107974,Clothing,3,449.37,Westfield London,2022-09-05
107975,Books,1,481.91,The Grove,2020-03-04
107976,Accessories,4,398.08,Bellevue Square,2023-07-24
107977,Toys,4,45.77,The Dubai Mall,2020-10-30
107978,Beauty Products,3,466.13,SouthPark,2022-06-02
107979,Electronics,4,391.68,The Shops at La Cantera,2024-12-24
107980,Clothing,3,5.36,The Mall in Columbia,2021-10-04
107981,Jewelry,3,404.81,Bloor-Yorkville,2021-06-01
107982,Beauty Products,3,73.1,Fashion Show Mall,2024-08-14
107983,Electronics,3,186.99,International Plaza and Bay Street,2023-01-02
107984,Home Decor,4,177.69,Bayshore Shopping Centre,2022-12-19
107985,Beauty Products,4,454.55,Bellevue Square,2024-04-19
107986,Jewelry,4,214.83,SouthPark,2023-08-09
107987,Jewelry,3,368.88,Park Meadows,2022-09-05
107988,Beauty Products,3,206.83,Stonebriar Centre,2024-11-28
107989,Electronics,1,17.05,Pheasant Lane Mall,2025-01-01
107990,Home Decor,4,491.12,Scottsdale Fashion Square,2025-02-01
107991,Toys,3,233.59,CambridgeSide,2024-11-24
107992,Footwear,4,462.11,Westfield Century City,2021-05-26
107993,Beauty Products,2,295.05,Meadowhall,2021-12-25
107994,Home Decor,4,192.43,Lakeside Shopping Centre,2022-09-12
107995,Toys,4,280.27,The Streets at Southpoint,2023-06-04
107996,Accessories,2,49.43,The Grove,2021-03-02
107997,Home Decor,4,68.8,The Mall at Millenia,2021-07-29
107998,Toys,4,414.75,The Americana at Brand,2020-01-17
107999,Home Decor,4,269.77,Fashion Show Mall,2023-10-14
108000,Beauty Products,4,84.03,West Edmonton Mall,2024-12-06
108001,Accessories,1,35.05,The Galleria,2020-12-30
108002,Books,3,285.44,The Shops at Columbus Circle,2024-12-03
108003,Accessories,4,48.76,Mall of America,2024-02-27
108004,Beauty Products,1,146.83,International Plaza and Bay Street,2023-05-17
108005,Toys,3,286.37,Lakeside Shopping Centre,2024-06-12
108006,Accessories,2,469.94,Fashion Show Mall,2023-07-25
108007,Books,2,293.55,Bloor-Yorkville,2024-09-17
108008,Jewelry,2,182.35,Bellevue Square,2024-10-04
108009,Beauty Products,4,498.55,Westfield Century City,2023-08-29
108010,Home Decor,4,320.51,The Oracle,2024-05-24
108011,Clothing,3,315.09,The Gardens Mall,2022-11-03
108012,Clothing,1,289.23,Park Meadows,2020-08-03
108013,Footwear,2,150.96,The Grove,2022-10-02
108014,Beauty Products,3,480.45,Bloor-Yorkville,2024-03-06
108015,Beauty Products,3,226.93,The Mall at Short Hills,2023-01-04
108016,Footwear,4,237.09,International Plaza and Bay Street,2020-04-18
108017,Clothing,1,223.92,The Shops at La Cantera,2021-07-31
108018,Home Decor,3,356.61,Roosevelt Field,2023-04-19
108019,Toys,3,265.69,The Grove,2022-07-17
108020,Books,4,493.01,Perimeter Mall,2022-02-18
108021,Clothing,3,191.48,The Oracle,2023-01-02
108022,Toys,1,295.67,The Galleria at Fort Lauderdale,2021-09-28
108023,Home Decor,2,325.45,Santa Monica Place,2021-07-09
108024,Home Decor,3,294.71,Bellevue Square,2023-05-07
108025,Groceries,2,129.18,Tysons Corner Center,2020-05-12
108026,Toys,3,172.91,The Shops at La Cantera,2023-10-15
108027,Electronics,3,344.56,The Galleria,2021-06-22
108028,Clothing,2,283.25,The Grove,2024-11-23
108029,Toys,3,46.97,Roosevelt Field,2021-04-17
108030,Jewelry,3,194.78,Lenox Square,2023-05-12
108031,Books,3,340.22,Meadowhall,2023-12-20
108032,Home Decor,1,265.21,Westfield Stratford City,2021-08-26
108033,Accessories,1,95.72,Yorkdale Shopping Centre,2021-12-17
108034,Groceries,4,305.78,Yorkdale Shopping Centre,2024-10-10
108035,Beauty Products,4,307.32,Mall of America,2023-03-06
108036,Home Decor,1,94.4,The Streets at Southpoint,2022-08-15
108037,Books,3,477.86,Pheasant Lane Mall,2021-03-23
108038,Accessories,3,134.16,The Gardens Mall,2021-07-09
108039,Footwear,1,223.99,The Galleria at Fort Lauderdale,2023-01-15
108040,Accessories,3,50.27,The Florida Mall,2020-04-26
108041,Clothing,2,173.29,The Grove,2024-06-10
108042,Jewelry,2,30.59,The Summit,2024-11-25
108043,Clothing,3,93.55,Fashion Show Mall,2021-01-24
108044,Groceries,2,357.9,The Galleria at Fort Lauderdale,2024-02-20
108045,Clothing,2,305.55,The Mall at Millenia,2023-01-04
108046,Beauty Products,1,400.2,Oakbrook Center,2023-02-18
108047,Jewelry,4,91.72,King of Prussia Mall,2022-03-13
108048,Groceries,3,172.68,Dolphin Mall,2024-05-18
108049,Electronics,1,268.52,The Galleria,2021-07-18
108050,Clothing,1,25.0,The Galleria at Fort Lauderdale,2021-11-06
108051,Toys,2,328.39,Roosevelt Field,2024-02-03
108052,Accessories,2,140.99,Stonebriar Centre,2023-11-23
108053,Books,3,101.63,Brookfield Place,2023-08-10
108054,Footwear,1,492.38,The Grove,2024-01-01
108055,Home Decor,3,265.38,Lakeside Shopping Centre,2024-07-14
108056,Electronics,2,323.22,Mall of America,2020-09-15
108057,Electronics,2,371.47,The Dubai Mall,2020-08-18
108058,Electronics,4,15.88,The Florida Mall,2023-01-26
108059,Books,2,334.03,The Grove,2020-03-30
108060,Books,1,243.0,Bluewater Shopping Centre,2024-05-15
108061,Footwear,3,105.36,Westfield Annapolis,2024-10-06
108062,Jewelry,1,234.69,West Edmonton Mall,2021-09-10
108063,Toys,4,61.66,Scottsdale Fashion Square,2021-10-07
108064,Beauty Products,3,266.18,The Grove,2020-10-23
108065,Home Decor,4,251.56,Westfield Century City,2024-05-04
108066,Jewelry,2,237.21,The Trafford Centre,2020-12-31
108067,Clothing,1,204.25,The Mall at Short Hills,2024-01-05
108068,Jewelry,1,365.0,The Domain,2020-10-07
108069,Beauty Products,2,476.74,Park Meadows,2020-04-17
108070,Books,4,377.51,Bayshore Shopping Centre,2024-11-24
108071,Toys,3,316.17,The Domain,2022-08-05
108072,Toys,3,424.71,Bluewater Shopping Centre,2024-11-10
108073,Electronics,3,183.89,Oakbrook Center,2022-11-23
108074,Clothing,2,400.05,The Grove,2024-07-13
108075,Beauty Products,2,148.86,Santa Monica Place,2023-04-18
108076,Electronics,4,45.22,Westfield Century City,2024-05-13
108077,Jewelry,3,388.54,Perimeter Mall,2024-02-14
108078,Home Decor,3,379.31,The Mall at Millenia,2020-03-21
108079,Books,3,473.08,Brookfield Place,2021-09-27
108080,Books,1,22.77,The Dubai Mall,2023-07-03
108081,Books,2,40.65,Tysons Corner Center,2023-03-23
108082,Electronics,4,237.24,Park Meadows,2024-03-18
108083,Clothing,2,255.89,Aventura Mall,2021-03-25
108084,Home Decor,3,446.52,CambridgeSide,2022-07-04
108085,Jewelry,1,282.21,King of Prussia Mall,2024-04-20
108086,Clothing,1,145.0,Meadowhall,2020-08-04
108087,Books,4,40.79,The Summit,2020-02-25
108088,Home Decor,3,474.76,The Americana at Brand,2020-12-09
108089,Jewelry,2,252.03,The Gardens Mall,2024-05-23
108090,Accessories,4,139.26,Trafford Centre,2024-10-12
108091,Accessories,3,383.49,The Shops at Columbus Circle,2021-02-26
108092,Books,4,393.08,Oakbrook Center,2020-10-24
108093,Jewelry,1,486.93,The Mall in Columbia,2023-05-15
108094,Home Decor,1,75.44,South Coast Plaza,2023-12-09
108095,Footwear,1,339.54,Tysons Corner Center,2023-05-29
108096,Books,1,443.45,Arndale Centre,2022-12-21
108097,Toys,2,448.29,Fashion Show Mall,2022-10-15
108098,Jewelry,1,267.4,Westfield London,2023-08-24
108099,Books,2,121.82,The Shops at Columbus Circle,2022-06-02
108100,Clothing,3,48.21,Palisades Center,2023-02-23
108101,Home Decor,2,456.79,The Mall in Columbia,2024-12-19
108102,Toys,3,134.4,Mall of America,2024-12-27
108103,Electronics,4,110.04,Bluewater Shopping Centre,2023-04-06
108104,Jewelry,4,409.68,Westfield Annapolis,2024-04-30
108105,Home Decor,3,351.78,The Domain,2024-01-14
108106,Beauty Products,4,397.43,South Coast Plaza,2021-03-13
108107,Electronics,4,218.1,Lakeside Shopping Centre,2021-04-11
108108,Clothing,1,180.07,Stonebriar Centre,2020-07-13
108109,Jewelry,2,226.19,Aventura Mall,2022-02-04
108110,Electronics,4,40.17,SouthPark,2024-06-03
108111,Jewelry,1,100.34,Fashion Show Mall,2023-07-27
108112,Clothing,2,267.29,Stanford Shopping Center,2021-08-15
108113,Toys,1,194.58,Town Center at Boca Raton,2020-11-10
108114,Accessories,2,129.03,Bellevue Square,2021-05-24
108115,Footwear,3,158.08,The Oracle,2023-06-05
108116,Clothing,4,144.81,Scottsdale Fashion Square,2020-06-08
108117,Groceries,1,391.64,The Streets at Southpoint,2025-01-02
108118,Footwear,4,396.88,The Domain,2023-08-23
108119,Footwear,3,312.81,Roosevelt Field,2024-07-18
108120,Groceries,2,58.27,SouthPark,2024-03-30
108121,Jewelry,3,423.84,Arndale Centre,2022-01-21
108122,Jewelry,1,200.87,The Summit,2023-08-02
108123,Accessories,3,262.94,Bellevue Square,2022-03-19
108124,Beauty Products,4,88.17,Westfield Annapolis,2021-08-26
108125,Beauty Products,2,318.28,Bluewater Shopping Centre,2020-04-26
108126,Footwear,3,471.87,Mall of America,2021-07-12
108127,Accessories,4,291.29,The Mall at Millenia,2022-05-19
108128,Clothing,4,182.0,The Mall at Millenia,2020-03-08
108129,Home Decor,4,305.33,Scottsdale Fashion Square,2020-12-22
108130,Beauty Products,4,464.29,The Mall in Columbia,2021-08-12
108131,Accessories,4,467.07,Westfield Annapolis,2022-02-16
108132,Beauty Products,4,133.33,International Plaza and Bay Street,2022-01-29
108133,Beauty Products,2,467.14,Pheasant Lane Mall,2021-01-28
108134,Toys,4,232.26,Bluewater Shopping Centre,2023-10-10
108135,Books,3,116.28,Meadowhall,2020-06-03
108136,Home Decor,4,281.78,Mall of America,2021-05-10
108137,Toys,4,140.47,The Galleria,2021-08-13
108138,Footwear,1,408.66,International Plaza and Bay Street,2023-10-16
108139,Toys,4,318.66,International Plaza and Bay Street,2022-07-25
108140,Beauty Products,1,402.41,The Dubai Mall,2024-11-12
108141,Electronics,1,481.15,Santa Monica Place,2020-04-11
108142,Home Decor,4,10.04,Fashion Show Mall,2025-01-06
108143,Home Decor,2,478.11,Stanford Shopping Center,2020-10-09
108144,Footwear,4,40.34,Bellevue Square,2022-06-25
108145,Books,4,140.38,Oakbrook Center,2021-09-30
108146,Groceries,3,24.82,Aventura Mall,2023-10-05
108147,Clothing,3,475.1,The Grove,2023-10-22
108148,Home Decor,3,460.52,Perimeter Mall,2021-03-26
108149,Jewelry,2,315.03,Bloor-Yorkville,2020-04-27
108150,Toys,1,207.66,Park Meadows,2022-03-11
108151,Accessories,1,17.74,Westfield Annapolis,2021-11-16
108152,Beauty Products,2,439.59,Arndale Centre,2022-09-15
108153,Toys,1,133.98,Bluewater Shopping Centre,2024-04-15
108154,Toys,3,127.06,The Mall in Columbia,2021-08-29
108155,Home Decor,3,436.62,Westfield London,2024-05-26
108156,Groceries,4,74.06,Meadowhall,2022-10-05
108157,Accessories,2,308.64,Lenox Square,2022-12-23
108158,Groceries,4,94.58,SouthPark,2020-07-03
108159,Clothing,3,168.83,Palisades Center,2023-11-30
108160,Beauty Products,4,113.36,King of Prussia Mall,2020-02-17
108161,Clothing,2,24.78,Palisades Center,2021-11-19
108162,Books,1,334.38,Bullring & Grand Central,2021-12-07
108163,Accessories,1,300.07,The Oracle,2020-07-07
108164,Beauty Products,2,367.09,Lakeside Shopping Centre,2023-04-14
108165,Home Decor,3,303.12,The Domain,2024-06-04
108166,Beauty Products,4,391.85,Dolphin Mall,2024-01-24
108167,Accessories,2,107.09,The Americana at Brand,2024-10-26
108168,Home Decor,1,476.72,The Domain,2020-03-24
108169,Groceries,4,141.81,Trafford Centre,2021-12-07
108170,Footwear,2,196.98,Metrocentre,2022-06-09
108171,Toys,4,146.34,Arndale Centre,2023-12-02
108172,Electronics,2,135.73,The Shops at La Cantera,2023-04-16
108173,Groceries,2,324.61,The Shops at La Cantera,2021-01-02
108174,Groceries,2,476.65,Bluewater Shopping Centre,2020-10-07
108175,Electronics,1,135.25,Roosevelt Field,2021-08-17
108176,Accessories,1,347.52,Town Center at Boca Raton,2023-09-19
108177,Clothing,4,363.63,Park Meadows,2023-08-31
108178,Jewelry,1,125.86,Lakeside Shopping Centre,2022-09-29
108179,Books,2,229.93,Bloor-Yorkville,2022-11-22
108180,Jewelry,3,390.0,Meadowhall,2020-03-09
108181,Toys,3,125.72,SouthPark,2022-06-16
108182,Clothing,3,231.29,The Domain,2023-05-06
108183,Groceries,1,234.67,Brookfield Place,2020-02-16
108184,Jewelry,1,207.13,Meadowhall,2022-01-27
108185,Groceries,4,426.29,Lenox Square,2022-11-15
108186,Jewelry,3,284.43,Stanford Shopping Center,2025-01-02
108187,Clothing,4,278.5,Meadowhall,2023-04-14
108188,Books,1,184.96,Aventura Mall,2024-01-11
108189,Groceries,3,486.56,The Shops at La Cantera,2020-10-27
108190,Groceries,4,259.48,The Shops at Columbus Circle,2022-04-08
108191,Footwear,3,173.87,Westfield London,2023-06-12
108192,Clothing,3,261.57,Brookfield Place,2022-05-28
108193,Footwear,2,267.44,Perimeter Mall,2022-07-20
108194,Accessories,4,40.31,Metrocentre,2020-02-02
108195,Accessories,1,66.94,The Dubai Mall,2022-01-01
108196,Clothing,2,162.7,South Coast Plaza,2023-07-05
108197,Clothing,2,378.36,The Streets at Southpoint,2022-04-25
108198,Footwear,3,474.89,Bloor-Yorkville,2021-05-26
108199,Toys,1,117.25,The Domain,2022-09-01
108200,Accessories,4,424.85,Westfield Annapolis,2021-03-17
108201,Groceries,1,485.49,Cherry Creek Shopping Center,2024-01-28
108202,Electronics,4,93.8,International Plaza and Bay Street,2021-03-16
108203,Clothing,3,467.14,International Plaza and Bay Street,2021-05-12
108204,Clothing,1,74.35,Bayshore Shopping Centre,2020-09-18
108205,Jewelry,2,331.9,Palisades Center,2020-04-16
108206,Beauty Products,2,145.83,Roosevelt Field,2020-02-01
108207,Footwear,1,64.56,Stonebriar Centre,2023-11-24
108208,Home Decor,1,286.56,Westfield San Francisco Centre,2022-04-25
108209,Books,2,113.54,Palisades Center,2024-01-08
108210,Jewelry,2,338.43,West Edmonton Mall,2021-10-23
108211,Jewelry,4,51.74,King of Prussia Mall,2021-11-27
108212,Beauty Products,2,185.49,The Grove,2023-07-16
108213,Clothing,1,390.26,Mall of America,2020-01-08
108214,Home Decor,1,255.79,Bullring & Grand Central,2022-09-03
108215,Electronics,3,63.49,Tysons Corner Center,2023-01-02
108216,Accessories,1,245.97,Westfield Stratford City,2020-10-04
108217,Jewelry,1,300.07,South Coast Plaza,2023-02-14
108218,Footwear,1,109.56,Bellevue Square,2022-03-04
108219,Books,1,295.25,Lakeside Shopping Centre,2024-05-14
108220,Beauty Products,3,142.3,Bluewater Shopping Centre,2021-11-03
108221,Clothing,1,354.89,Bullring & Grand Central,2022-09-06
108222,Accessories,4,471.38,Lakeside Shopping Centre,2022-11-19
108223,Groceries,3,477.09,Brookfield Place,2024-05-18
108224,Books,3,36.63,The Shops at La Cantera,2022-12-07
108225,Home Decor,1,185.95,Fashion Show Mall,2022-08-27
108226,Accessories,2,193.55,The Florida Mall,2022-02-10
108227,Beauty Products,1,381.79,King of Prussia Mall,2022-07-30
108228,Home Decor,3,395.82,Scottsdale Fashion Square,2020-03-26
108229,Electronics,1,63.04,Stonebriar Centre,2024-05-14
108230,Footwear,2,379.19,Bluewater Shopping Centre,2021-11-03
108231,Home Decor,4,69.58,The Mall at Short Hills,2023-02-08
108232,Footwear,1,366.76,Lakeside Shopping Centre,2021-05-02
108233,Electronics,2,248.8,The Mall at Short Hills,2023-11-10
108234,Clothing,1,428.09,The Trafford Centre,2023-10-15
108235,Electronics,2,319.96,The Mall in Columbia,2021-11-29
108236,Accessories,2,180.07,The Oracle,2023-08-25
108237,Footwear,1,6.12,Scottsdale Fashion Square,2023-09-10
108238,Beauty Products,1,142.68,The Shops at Columbus Circle,2022-01-06
108239,Clothing,4,313.94,Easton Town Center,2024-12-24
108240,Electronics,2,208.69,Santa Monica Place,2023-11-19
108241,Footwear,4,58.39,Lakeside Shopping Centre,2024-02-04
108242,Jewelry,4,490.42,The Shops at Columbus Circle,2023-04-06
108243,Books,3,86.81,West Edmonton Mall,2023-03-14
108244,Toys,2,345.07,Aventura Mall,2024-11-07
108245,Clothing,4,219.16,Aventura Mall,2021-09-23
108246,Groceries,2,66.25,Westfield Century City,2024-08-21
108247,Jewelry,3,51.9,Town Center at Boca Raton,2022-11-16
108248,Toys,1,375.96,Perimeter Mall,2022-08-22
108249,Accessories,1,163.34,Arndale Centre,2020-08-14
108250,Clothing,4,430.28,The Galleria,2020-02-06
108251,Electronics,1,103.75,The Summit,2020-11-30
108252,Groceries,3,230.44,NorthPark Center,2025-02-14
108253,Toys,4,40.57,Arndale Centre,2024-01-24
108254,Books,2,220.4,Westfield Stratford City,2021-01-04
108255,Toys,4,235.26,The Summit,2021-09-09
108256,Beauty Products,2,437.21,Westfield Stratford City,2023-09-19
108257,Clothing,4,374.94,Cherry Creek Shopping Center,2020-10-19
108258,Clothing,4,270.25,The Galleria at Fort Lauderdale,2024-05-18
